County,Region,State,State_ABB,Adult Obesity,Adult Smokers,Children in Poverty,Diabetic,Food Insecure,Physically Inactive
Lake,West,California,CA,27%,15%,32%,12%,20%,22%
Modoc,West,California,CA,25%,14%,31%,12%,19%,21%
Alpine,West,California,CA,24%,16%,28%,12%,17%,18%
Trinity,West,California,CA,27%,15%,32%,12%,20%,20%
Imperial,West,California,CA,25%,14%,31%,13%,17%,22%
Douglas,West,Colorado,CO,17%,10%,4%,5%,10%,11%
Boulder,West,Colorado,CO,13%,11%,14%,5%,14%,9%
Eagle,West,Colorado,CO,11%,14%,12%,6%,11%,10%
Summit,West,Colorado,CO,13%,15%,13%,6%,14%,9%
Broomfield,West,Colorado,CO,18%,12%,6%,6%,13%,13%
Routt,West,Colorado,CO,14%,13%,11%,6%,14%,12%
Gunnison,West,Colorado,CO,16%,16%,17%,6%,16%,12%
Larimer,West,Colorado,CO,19%,13%,12%,6%,14%,12%
Jefferson,West,Colorado,CO,19%,13%,11%,6%,13%,12%
Pitkin,West,Colorado,CO,14%,13%,9%,6%,14%,10%
San Miguel,West,Colorado,CO,16%,15%,15%,6%,14%,13%
Elbert,West,Colorado,CO,19%,13%,9%,6%,11%,18%
La Plata,West,Colorado,CO,17%,13%,13%,7%,14%,13%
El Paso,West,Colorado,CO,21%,15%,15%,7%,16%,16%
Garfield,West,Colorado,CO,18%,16%,14%,7%,12%,12%
Rio Blanco,West,Colorado,CO,23%,15%,16%,7%,14%,18%
Grand,West,Colorado,CO,17%,15%,15%,7%,13%,12%
Weld,West,Colorado,CO,26%,16%,13%,7%,12%,18%
Denver,West,Colorado,CO,17%,16%,23%,7%,16%,13%
Arapahoe,West,Colorado,CO,21%,14%,16%,7%,15%,16%
Clear Creek,West,Colorado,CO,17%,13%,14%,7%,13%,16%
Gilpin,West,Colorado,CO,19%,15%,12%,7%,13%,17%
Moffat,West,Colorado,CO,26%,16%,16%,7%,13%,22%
Cheyenne,West,Colorado,CO,25%,13%,20%,7%,11%,25%
Mesa,West,Colorado,CO,23%,16%,20%,7%,15%,18%
Yuma,West,Colorado,CO,28%,14%,20%,7%,11%,25%
Lake,West,Colorado,CO,19%,15%,26%,7%,13%,16%
Park,West,Colorado,CO,20%,13%,15%,8%,12%,16%
Logan,West,Colorado,CO,25%,16%,21%,8%,15%,21%
Adams,West,Colorado,CO,26%,18%,18%,8%,12%,20%
Teller,West,Colorado,CO,18%,16%,15%,8%,13%,17%
Chaffee,West,Colorado,CO,19%,14%,19%,8%,13%,15%
Lincoln,West,Colorado,CO,26%,16%,24%,8%,15%,22%
Washington,West,Colorado,CO,24%,14%,17%,8%,14%,18%
Morgan,West,Colorado,CO,28%,14%,19%,8%,12%,20%
Hinsdale,West,Colorado,CO,21%,13%,25%,8%,12%,16%
Ouray,West,Colorado,CO,17%,13%,15%,8%,13%,14%
Kit Carson,West,Colorado,CO,27%,17%,20%,8%,13%,27%
Jackson,West,Colorado,CO,21%,15%,27%,8%,12%,19%
Fremont,West,Colorado,CO,23%,16%,24%,9%,17%,20%
Mineral,West,Colorado,CO,19%,14%,13%,9%,13%,19%
Montezuma,West,Colorado,CO,22%,17%,27%,9%,16%,20%
Kiowa,West,Colorado,CO,21%,15%,20%,9%,15%,21%
Phillips,West,Colorado,CO,23%,15%,17%,9%,13%,21%
Alamosa,West,Colorado,CO,23%,17%,29%,9%,14%,19%
Sedgwick,West,Colorado,CO,23%,14%,22%,9%,14%,22%
Archuleta,West,Colorado,CO,16%,14%,27%,9%,13%,15%
Delta,West,Colorado,CO,22%,14%,23%,9%,15%,18%
San Juan,West,Colorado,CO,20%,17%,32%,9%,16%,17%
Baca,West,Colorado,CO,21%,15%,30%,9%,14%,22%
Bent,West,Colorado,CO,24%,17%,34%,9%,15%,23%
Crowley,West,Colorado,CO,23%,21%,38%,9%,16%,21%
Montrose,West,Colorado,CO,20%,16%,23%,9%,15%,17%
Dolores,West,Colorado,CO,21%,17%,20%,10%,16%,16%
Pueblo,West,Colorado,CO,26%,17%,25%,10%,14%,20%
Prowers,West,Colorado,CO,27%,17%,30%,10%,13%,22%
Rio Grande,West,Colorado,CO,23%,15%,31%,10%,13%,20%
Custer,West,Colorado,CO,21%,16%,31%,11%,15%,19%
Otero,West,Colorado,CO,27%,17%,35%,11%,15%,21%
Las Animas,West,Colorado,CO,21%,15%,26%,11%,13%,22%
Conejos,West,Colorado,CO,22%,15%,30%,12%,11%,21%
Huerfano,West,Colorado,CO,21%,14%,38%,12%,15%,22%
Saguache,West,Colorado,CO,21%,18%,40%,12%,15%,19%
Costilla,West,Colorado,CO,21%,16%,40%,14%,11%,26%
Maui,West,Hawaii,HI,22%,13%,17%,9%,13%,19%
Honolulu,West,Hawaii,HI,22%,13%,13%,9%,13%,19%
Kauai,West,Hawaii,HI,21%,13%,15%,9%,13%,19%
Hawaii,West,Hawaii,HI,24%,18%,25%,10%,15%,20%
Kalawao,West,Hawaii,HI,24%,14%,0%,16%,22%,23%
Madison,West,Idaho,ID,25%,20%,21%,5%,21%,16%
Latah,West,Idaho,ID,27%,16%,16%,6%,18%,17%
Ada,West,Idaho,ID,25%,15%,13%,7%,15%,16%
Teton,West,Idaho,ID,27%,16%,18%,7%,12%,16%
Bonneville,West,Idaho,ID,31%,14%,20%,8%,13%,20%
Jefferson,West,Idaho,ID,30%,16%,15%,8%,13%,23%
Elmore,West,Idaho,ID,30%,18%,22%,8%,16%,27%
Franklin,West,Idaho,ID,28%,16%,15%,8%,13%,23%
Blaine,West,Idaho,ID,19%,14%,16%,8%,12%,14%
Caribou,West,Idaho,ID,28%,15%,15%,8%,12%,25%
Bannock,West,Idaho,ID,28%,16%,20%,8%,16%,20%
Kootenai,West,Idaho,ID,25%,17%,18%,8%,16%,18%
Twin Falls,West,Idaho,ID,27%,19%,19%,8%,15%,23%
Fremont,West,Idaho,ID,27%,16%,24%,9%,13%,20%
Jerome,West,Idaho,ID,32%,20%,23%,9%,13%,23%
Canyon,West,Idaho,ID,32%,18%,24%,9%,15%,22%
Cassia,West,Idaho,ID,31%,17%,21%,9%,13%,24%
Bingham,West,Idaho,ID,35%,18%,20%,9%,13%,26%
Valley,West,Idaho,ID,24%,14%,20%,9%,16%,21%
Bear Lake,West,Idaho,ID,29%,16%,20%,9%,14%,25%
Nez Perce,West,Idaho,ID,32%,16%,18%,9%,15%,24%
Payette,West,Idaho,ID,32%,18%,21%,9%,15%,24%
Oneida,West,Idaho,ID,36%,15%,19%,9%,14%,19%
Bonner,West,Idaho,ID,26%,17%,25%,10%,17%,22%
Lincoln,West,Idaho,ID,32%,19%,22%,10%,14%,23%
Butte,West,Idaho,ID,29%,16%,19%,10%,16%,24%
Clearwater,West,Idaho,ID,29%,16%,24%,10%,18%,21%
Minidoka,West,Idaho,ID,35%,16%,23%,10%,11%,22%
Idaho,West,Idaho,ID,27%,17%,23%,10%,17%,24%
Gem,West,Idaho,ID,27%,17%,25%,10%,16%,23%
Boundary,West,Idaho,ID,27%,17%,25%,10%,18%,25%
Shoshone,West,Idaho,ID,31%,18%,27%,10%,20%,28%
Custer,West,Idaho,ID,27%,16%,21%,10%,16%,23%
Gooding,West,Idaho,ID,32%,19%,25%,10%,13%,24%
Benewah,West,Idaho,ID,29%,17%,24%,10%,18%,25%
Power,West,Idaho,ID,31%,20%,23%,11%,12%,24%
Boise,West,Idaho,ID,24%,16%,25%,11%,16%,25%
Lewis,West,Idaho,ID,29%,17%,26%,11%,16%,21%
Owyhee,West,Idaho,ID,32%,21%,30%,11%,15%,29%
Lemhi,West,Idaho,ID,24%,19%,27%,11%,20%,22%
Washington,West,Idaho,ID,32%,18%,25%,11%,14%,29%
Camas,West,Idaho,ID,26%,21%,21%,12%,15%,22%
Adams,West,Idaho,ID,29%,17%,27%,12%,19%,22%
Clark,West,Idaho,ID,33%,23%,20%,13%,11%,25%
Gallatin,West,Montana,MT,16%,15%,12%,6%,13%,15%
Missoula,West,Montana,MT,21%,17%,16%,7%,15%,17%
Fallon,West,Montana,MT,27%,15%,10%,8%,10%,32%
Richland,West,Montana,MT,29%,18%,11%,8%,11%,27%
Lewis and Clark,West,Montana,MT,24%,16%,15%,8%,12%,18%
Yellowstone,West,Montana,MT,25%,19%,15%,8%,12%,24%
Dawson,West,Montana,MT,28%,17%,14%,8%,12%,27%
Cascade,West,Montana,MT,29%,18%,19%,9%,14%,26%
Custer,West,Montana,MT,30%,17%,16%,9%,12%,28%
Toole,West,Montana,MT,27%,20%,21%,9%,14%,27%
Beaverhead,West,Montana,MT,27%,17%,23%,9%,13%,23%
Flathead,West,Montana,MT,22%,17%,19%,9%,14%,18%
Stillwater,West,Montana,MT,22%,16%,12%,9%,10%,27%
Jefferson,West,Montana,MT,24%,16%,14%,9%,10%,22%
Sheridan,West,Montana,MT,30%,16%,12%,9%,11%,32%
Liberty,West,Montana,MT,26%,17%,21%,9%,15%,28%
Park,West,Montana,MT,23%,15%,19%,9%,13%,19%
Silver Bow,West,Montana,MT,25%,21%,23%,9%,15%,23%
Daniels,West,Montana,MT,26%,14%,13%,9%,11%,25%
Garfield,West,Montana,MT,26%,15%,18%,9%,11%,29%
Powell,West,Montana,MT,28%,18%,23%,9%,14%,26%
McCone,West,Montana,MT,24%,16%,21%,9%,10%,32%
Fergus,West,Montana,MT,26%,15%,18%,10%,13%,23%
Broadwater,West,Montana,MT,34%,16%,16%,10%,13%,27%
Valley,West,Montana,MT,29%,17%,18%,10%,13%,28%
Carbon,West,Montana,MT,24%,17%,18%,10%,12%,23%
Teton,West,Montana,MT,26%,19%,19%,10%,12%,26%
Judith Basin,West,Montana,MT,26%,16%,18%,10%,12%,26%
Sweet Grass,West,Montana,MT,23%,15%,14%,10%,11%,24%
Powder River,West,Montana,MT,27%,17%,16%,10%,11%,33%
Madison,West,Montana,MT,21%,16%,17%,10%,11%,26%
Carter,West,Montana,MT,26%,16%,22%,10%,11%,26%
Wibaux,West,Montana,MT,28%,17%,18%,10%,12%,30%
Pondera,West,Montana,MT,30%,20%,27%,10%,14%,27%
Deer Lodge,West,Montana,MT,27%,20%,23%,10%,15%,24%
Ravalli,West,Montana,MT,21%,17%,27%,10%,14%,19%
Petroleum,West,Montana,MT,25%,18%,27%,10%,13%,25%
Hill,West,Montana,MT,34%,23%,21%,10%,15%,29%
Musselshell,West,Montana,MT,27%,18%,29%,11%,12%,32%
Chouteau,West,Montana,MT,26%,21%,29%,11%,15%,28%
Phillips,West,Montana,MT,26%,18%,20%,11%,13%,32%
Rosebud,West,Montana,MT,34%,23%,27%,11%,14%,25%
Granite,West,Montana,MT,26%,15%,24%,11%,15%,27%
Wheatland,West,Montana,MT,26%,17%,28%,11%,13%,30%
Lincoln,West,Montana,MT,27%,17%,30%,11%,18%,24%
Treasure,West,Montana,MT,27%,18%,20%,11%,11%,29%
Golden Valley,West,Montana,MT,27%,18%,36%,12%,13%,28%
Prairie,West,Montana,MT,27%,16%,19%,12%,13%,28%
Meagher,West,Montana,MT,24%,19%,30%,12%,13%,27%
Lake,West,Montana,MT,27%,20%,30%,12%,16%,24%
Mineral,West,Montana,MT,26%,17%,28%,12%,17%,24%
Roosevelt,West,Montana,MT,35%,29%,31%,12%,17%,31%
Sanders,West,Montana,MT,28%,20%,30%,13%,18%,25%
Blaine,West,Montana,MT,34%,27%,32%,13%,17%,30%
Big Horn,West,Montana,MT,37%,28%,36%,13%,20%,29%
Glacier,West,Montana,MT,34%,31%,36%,14%,21%,30%
Elko,West,Nevada,NV,32%,18%,15%,8%,10%,21%
Washoe,West,Nevada,NV,22%,16%,19%,9%,15%,16%
Humboldt,West,Nevada,NV,25%,17%,15%,9%,10%,21%
White Pine,West,Nevada,NV,25%,17%,17%,9%,13%,26%
Lander,West,Nevada,NV,29%,17%,15%,9%,8%,22%
Eureka,West,Nevada,NV,26%,17%,13%,10%,14%,23%
Pershing,West,Nevada,NV,32%,20%,21%,10%,15%,23%
Lincoln,West,Nevada,NV,25%,18%,20%,10%,19%,22%
Churchill,West,Nevada,NV,29%,18%,18%,10%,15%,24%
Douglas,West,Nevada,NV,22%,15%,17%,10%,14%,16%
Carson City,West,Nevada,NV,24%,17%,27%,11%,15%,17%
Clark,West,Nevada,NV,26%,18%,23%,11%,15%,22%
Lyon,West,Nevada,NV,30%,17%,21%,11%,17%,28%
Storey,West,Nevada,NV,26%,14%,14%,11%,13%,24%
Nye,West,Nevada,NV,29%,18%,28%,14%,17%,29%
Mineral,West,Nevada,NV,26%,19%,32%,14%,18%,27%
Esmeralda,West,Nevada,NV,27%,22%,18%,15%,15%,24%
Los Alamos,West,New Mexico,NM,20%,11%,5%,8%,13%,15%
Curry,West,New Mexico,NM,30%,20%,27%,9%,17%,28%
Roosevelt,West,New Mexico,NM,28%,20%,29%,9%,18%,25%
Lea,West,New Mexico,NM,35%,18%,21%,9%,13%,33%
Santa Fe,West,New Mexico,NM,14%,14%,21%,10%,14%,12%
Bernalillo,West,New Mexico,NM,20%,17%,25%,10%,16%,17%
Sandoval,West,New Mexico,NM,24%,15%,16%,10%,15%,19%
Eddy,West,New Mexico,NM,30%,18%,19%,10%,13%,24%
Otero,West,New Mexico,NM,26%,20%,30%,10%,18%,23%
Chaves,West,New Mexico,NM,30%,18%,32%,11%,15%,26%
San Juan,West,New Mexico,NM,30%,21%,29%,11%,19%,24%
Union,West,New Mexico,NM,28%,17%,24%,11%,15%,27%
Dona Ana,West,New Mexico,NM,23%,17%,39%,12%,15%,20%
Valencia,West,New Mexico,NM,27%,19%,30%,12%,14%,24%
Lincoln,West,New Mexico,NM,22%,18%,33%,12%,15%,25%
Grant,West,New Mexico,NM,21%,15%,28%,12%,15%,22%
Torrance,West,New Mexico,NM,26%,20%,37%,13%,18%,25%
Hidalgo,West,New Mexico,NM,26%,17%,34%,13%,15%,27%
Colfax,West,New Mexico,NM,24%,16%,31%,13%,15%,25%
Quay,West,New Mexico,NM,32%,18%,36%,13%,16%,28%
Guadalupe,West,New Mexico,NM,27%,16%,33%,14%,11%,23%
Sierra,West,New Mexico,NM,21%,16%,40%,14%,18%,24%
De Baca,West,New Mexico,NM,24%,17%,32%,14%,15%,29%
Socorro,West,New Mexico,NM,26%,21%,43%,14%,15%,23%
Taos,West,New Mexico,NM,17%,17%,30%,14%,16%,16%
Cibola,West,New Mexico,NM,33%,26%,38%,14%,18%,26%
Catron,West,New Mexico,NM,22%,16%,43%,14%,17%,24%
Rio Arriba,West,New Mexico,NM,24%,18%,31%,14%,12%,22%
McKinley,West,New Mexico,NM,33%,21%,43%,14%,24%,23%
Harding,West,New Mexico,NM,23%,15%,19%,15%,14%,30%
Luna,West,New Mexico,NM,23%,19%,38%,15%,21%,25%
San Miguel,West,New Mexico,NM,22%,19%,34%,15%,13%,20%
Mora,West,New Mexico,NM,24%,20%,35%,19%,13%,26%
Washington,West,Oregon,OR,24%,12%,16%,8%,12%,14%
Benton,West,Oregon,OR,20%,15%,13%,8%,16%,13%
Multnomah,West,Oregon,OR,21%,17%,23%,8%,16%,13%
Clackamas,West,Oregon,OR,26%,13%,13%,9%,13%,15%
Lane,West,Oregon,OR,27%,15%,20%,9%,17%,16%
Deschutes,West,Oregon,OR,23%,15%,18%,9%,16%,15%
Polk,West,Oregon,OR,34%,16%,17%,9%,14%,18%
Yamhill,West,Oregon,OR,30%,16%,21%,10%,13%,18%
Hood River,West,Oregon,OR,25%,15%,20%,10%,10%,17%
Columbia,West,Oregon,OR,32%,16%,17%,10%,14%,19%
Marion,West,Oregon,OR,33%,15%,25%,10%,14%,16%
Umatilla,West,Oregon,OR,32%,17%,25%,10%,13%,21%
Union,West,Oregon,OR,27%,17%,22%,10%,17%,19%
Clatsop,West,Oregon,OR,29%,17%,23%,10%,15%,17%
Jackson,West,Oregon,OR,25%,18%,26%,10%,16%,19%
Linn,West,Oregon,OR,32%,17%,27%,10%,16%,20%
Gilliam,West,Oregon,OR,27%,13%,20%,11%,14%,19%
Morrow,West,Oregon,OR,27%,16%,22%,11%,11%,20%
Wasco,West,Oregon,OR,27%,16%,23%,11%,14%,18%
Klamath,West,Oregon,OR,29%,18%,29%,11%,17%,20%
Douglas,West,Oregon,OR,31%,18%,29%,11%,17%,19%
Sherman,West,Oregon,OR,28%,15%,23%,11%,16%,21%
Wallowa,West,Oregon,OR,25%,14%,26%,11%,16%,20%
Malheur,West,Oregon,OR,29%,19%,38%,12%,15%,20%
Baker,West,Oregon,OR,26%,16%,29%,12%,17%,23%
Josephine,West,Oregon,OR,26%,17%,33%,12%,18%,20%
Tillamook,West,Oregon,OR,27%,16%,26%,12%,14%,19%
Lake,West,Oregon,OR,32%,17%,28%,12%,18%,19%
Lincoln,West,Oregon,OR,28%,17%,30%,12%,15%,18%
Jefferson,West,Oregon,OR,31%,18%,32%,12%,16%,19%
Coos,West,Oregon,OR,28%,17%,30%,12%,17%,20%
Harney,West,Oregon,OR,30%,17%,32%,12%,19%,20%
Grant,West,Oregon,OR,26%,15%,27%,12%,18%,19%
Crook,West,Oregon,OR,27%,17%,27%,12%,18%,19%
Curry,West,Oregon,OR,29%,15%,25%,12%,17%,19%
Wheeler,West,Oregon,OR,27%,14%,40%,13%,15%,21%
Utah,West,Utah,UT,23%,7%,11%,6%,15%,15%
Cache,West,Utah,UT,22%,8%,13%,6%,16%,16%
Summit,West,Utah,UT,14%,7%,8%,6%,12%,12%
Davis,West,Utah,UT,25%,8%,8%,7%,13%,16%
Wasatch,West,Utah,UT,23%,8%,10%,7%,13%,15%
Morgan,West,Utah,UT,23%,9%,5%,7%,11%,18%
Uintah,West,Utah,UT,28%,11%,11%,7%,14%,24%
Duchesne,West,Utah,UT,26%,11%,12%,7%,13%,24%
Tooele,West,Utah,UT,31%,11%,11%,7%,13%,21%
Salt Lake,West,Utah,UT,25%,10%,15%,7%,14%,17%
Iron,West,Utah,UT,23%,11%,26%,8%,18%,19%
Sanpete,West,Utah,UT,25%,11%,20%,8%,15%,23%
Box Elder,West,Utah,UT,33%,9%,15%,8%,13%,21%
Juab,West,Utah,UT,28%,10%,15%,8%,15%,22%
Beaver,West,Utah,UT,28%,10%,13%,8%,14%,30%
Weber,West,Utah,UT,27%,13%,15%,8%,14%,18%
Daggett,West,Utah,UT,26%,9%,11%,9%,15%,24%
Emery,West,Utah,UT,27%,11%,17%,9%,14%,26%
Millard,West,Utah,UT,29%,9%,18%,9%,14%,27%
Sevier,West,Utah,UT,31%,10%,17%,9%,16%,25%
Washington,West,Utah,UT,23%,8%,18%,9%,16%,18%
Rich,West,Utah,UT,27%,10%,14%,9%,13%,20%
Carbon,West,Utah,UT,29%,13%,19%,9%,16%,24%
Grand,West,Utah,UT,23%,12%,22%,9%,17%,17%
Wayne,West,Utah,UT,23%,10%,23%,9%,19%,22%
Kane,West,Utah,UT,23%,9%,17%,9%,14%,23%
Garfield,West,Utah,UT,29%,11%,18%,10%,17%,25%
Piute,West,Utah,UT,25%,11%,34%,12%,16%,21%
San Juan,West,Utah,UT,26%,17%,31%,13%,20%,26%
Whitman,West,Washington,WA,24%,18%,17%,6%,20%,16%
King,West,Washington,WA,22%,10%,14%,7%,13%,15%
Thurston,West,Washington,WA,29%,14%,16%,8%,14%,17%
Kittitas,West,Washington,WA,28%,16%,19%,8%,17%,16%
Snohomish,West,Washington,WA,29%,13%,13%,8%,12%,19%
Whatcom,West,Washington,WA,23%,14%,18%,8%,15%,16%
Pierce,West,Washington,WA,31%,17%,18%,8%,15%,20%
Kitsap,West,Washington,WA,30%,13%,14%,9%,13%,19%
Clark,West,Washington,WA,30%,14%,14%,9%,15%,19%
Spokane,West,Washington,WA,28%,16%,21%,9%,16%,19%
Benton,West,Washington,WA,31%,14%,21%,9%,13%,18%
Franklin,West,Washington,WA,32%,15%,25%,9%,10%,19%
Island,West,Washington,WA,26%,14%,15%,9%,14%,18%
Walla Walla,West,Washington,WA,26%,14%,21%,10%,14%,20%
Skamania,West,Washington,WA,30%,15%,20%,10%,15%,23%
Skagit,West,Washington,WA,28%,15%,23%,10%,13%,19%
Chelan,West,Washington,WA,26%,14%,20%,10%,12%,17%
Grant,West,Washington,WA,35%,16%,21%,10%,13%,29%
Douglas,West,Washington,WA,29%,14%,24%,10%,11%,20%
Asotin,West,Washington,WA,32%,14%,24%,10%,15%,24%
Cowlitz,West,Washington,WA,32%,17%,27%,10%,17%,22%
Lewis,West,Washington,WA,33%,15%,25%,10%,16%,22%
Mason,West,Washington,WA,33%,16%,24%,11%,15%,24%
Grays Harbor,West,Washington,WA,37%,18%,29%,11%,17%,28%
Lincoln,West,Washington,WA,33%,13%,18%,11%,14%,27%
Klickitat,West,Washington,WA,26%,15%,23%,11%,15%,22%
Clallam,West,Washington,WA,27%,14%,26%,11%,16%,20%
San Juan,West,Washington,WA,18%,12%,20%,11%,13%,14%
Adams,West,Washington,WA,33%,16%,27%,11%,9%,25%
Garfield,West,Washington,WA,32%,14%,21%,11%,14%,30%
Yakima,West,Washington,WA,29%,17%,30%,11%,12%,24%
Stevens,West,Washington,WA,30%,17%,28%,11%,16%,23%
Jefferson,West,Washington,WA,23%,13%,25%,12%,15%,15%
Columbia,West,Washington,WA,32%,15%,26%,12%,16%,25%
Pend Oreille,West,Washington,WA,27%,16%,33%,12%,18%,21%
Pacific,West,Washington,WA,35%,15%,29%,13%,16%,27%
Okanogan,West,Washington,WA,29%,18%,32%,13%,15%,26%
Wahkiakum,West,Washington,WA,33%,14%,27%,13%,18%,24%
Ferry,West,Washington,WA,27%,19%,29%,13%,18%,20%
Campbell,West,Wyoming,WY,34%,19%,9%,6%,10%,25%
Teton,West,Wyoming,WY,13%,15%,10%,7%,12%,11%
Albany,West,Wyoming,WY,21%,19%,15%,7%,17%,17%
Natrona,West,Wyoming,WY,28%,20%,14%,7%,12%,23%
Sublette,West,Wyoming,WY,21%,15%,8%,7%,10%,19%
Sweetwater,West,Wyoming,WY,29%,19%,12%,8%,11%,26%
Converse,West,Wyoming,WY,28%,17%,13%,8%,11%,28%
Crook,West,Wyoming,WY,28%,15%,11%,8%,12%,29%
Park,West,Wyoming,WY,25%,16%,16%,8%,13%,23%
Uinta,West,Wyoming,WY,30%,18%,13%,8%,13%,25%
Laramie,West,Wyoming,WY,28%,20%,14%,9%,12%,23%
Lincoln,West,Wyoming,WY,24%,14%,12%,9%,12%,23%
Carbon,West,Wyoming,WY,27%,18%,14%,9%,11%,28%
Sheridan,West,Wyoming,WY,25%,16%,13%,9%,13%,22%
Johnson,West,Wyoming,WY,23%,15%,12%,9%,13%,24%
Weston,West,Wyoming,WY,29%,18%,18%,9%,13%,25%
Niobrara,West,Wyoming,WY,27%,18%,18%,10%,15%,27%
Big Horn,West,Wyoming,WY,28%,16%,15%,10%,12%,23%
Fremont,West,Wyoming,WY,26%,19%,20%,10%,14%,25%
Goshen,West,Wyoming,WY,28%,18%,19%,10%,14%,27%
Platte,West,Wyoming,WY,27%,17%,19%,10%,13%,27%
Washakie,West,Wyoming,WY,25%,16%,16%,11%,12%,22%
Hot Springs,West,Wyoming,WY,25%,16%,17%,11%,14%,26%
